airfoil,max_camber_pct,camber_pos,thickness_pct,angle_of_attack,reynolds_number,Cl,Cd,Cm,LD_ratio
NACA3621,3,6,21,6,1000000,0.63429,0.02551,-0.00335,24.86
NACA3621,3,6,21,6,3000000,0.63429,0.02551,-0.00335,24.86
NACA3621,3,6,21,8,500000,0.85361,0.04079,-0.0051,20.93
NACA3621,3,6,21,8,1000000,0.85361,0.04079,-0.0051,20.93
NACA3621,3,6,21,8,3000000,0.85361,0.04079,-0.0051,20.93
NACA3621,3,6,21,10,500000,1.07294,0.06057,-0.00684,17.71
NACA3621,3,6,21,10,1000000,1.07294,0.06057,-0.00684,17.71
NACA3621,3,6,21,10,3000000,1.07294,0.06057,-0.00684,17.71
NACA3621,3,6,21,12,500000,1.29226,0.08485,-0.00859,15.23
NACA3621,3,6,21,12,1000000,1.29226,0.08485,-0.00859,15.23
NACA3621,3,6,21,12,3000000,1.29226,0.08485,-0.00859,15.23
NACA3621,3,6,21,14,500000,1.51158,0.11364,-0.01033,13.3
NACA3621,3,6,21,14,1000000,1.51158,0.11364,-0.01033,13.3
NACA3621,3,6,21,14,3000000,1.51158,0.11364,-0.01033,13.3
NACA3621,3,6,21,16,500000,1.73091,0.14693,-0.01208,11.78
NACA3621,3,6,21,16,1000000,1.73091,0.14693,-0.01208,11.78
NACA3621,3,6,21,16,3000000,1.73091,0.14693,-0.01208,11.78
NACA3624,3,6,24,-6,500000,-0.68166,0.02867,0.00712,-23.78
NACA3624,3,6,24,-6,1000000,-0.68166,0.02867,0.00712,-23.78
NACA3624,3,6,24,-6,3000000,-0.68166,0.02867,0.00712,-23.78
NACA3624,3,6,24,-4,500000,-0.46234,0.01693,0.00538,-27.31
NACA3624,3,6,24,-4,1000000,-0.46234,0.01693,0.00538,-27.31
NACA3624,3,6,24,-4,3000000,-0.46234,0.01693,0.00538,-27.31
NACA3624,3,6,24,-2,500000,-0.24301,0.00969,0.00363,-25.08
NACA3624,3,6,24,-2,1000000,-0.24301,0.00969,0.00363,-25.08
NACA3624,3,6,24,-2,3000000,-0.24301,0.00968,0.00363,-25.1
NACA3624,3,6,24,0,500000,-0.02369,0.00695,0.00188,-3.41
NACA3624,3,6,24,0,1000000,-0.02369,0.00695,0.00188,-3.41
NACA3624,3,6,24,0,3000000,-0.02369,0.00695,0.00188,-3.41
NACA3624,3,6,24,2,500000,0.19564,0.00871,0.00014,22.46
NACA3624,3,6,24,2,1000000,0.19564,0.00871,0.00014,22.46
NACA3624,3,6,24,2,3000000,0.19564,0.00871,0.00014,22.46
NACA3624,3,6,24,4,500000,0.41496,0.01498,-0.00161,27.7
NACA3624,3,6,24,4,1000000,0.41496,0.01498,-0.00161,27.7
NACA3624,3,6,24,4,3000000,0.41496,0.01498,-0.00161,27.7
NACA3624,3,6,24,6,500000,0.63429,0.02576,-0.00335,24.62
NACA3624,3,6,24,6,1000000,0.63429,0.02575,-0.00335,24.63
NACA3624,3,6,24,6,3000000,0.63429,0.02575,-0.00335,24.63
NACA3624,3,6,24,8,500000,0.85361,0.04103,-0.0051,20.8
NACA3624,3,6,24,8,1000000,0.85361,0.04103,-0.0051,20.8
NACA3624,3,6,24,8,3000000,0.85361,0.04103,-0.0051,20.8
NACA3624,3,6,24,10,500000,1.07294,0.06081,-0.00684,17.64
NACA3624,3,6,24,10,1000000,1.07294,0.06081,-0.00684,17.64
NACA3624,3,6,24,10,3000000,1.07294,0.06081,-0.00684,17.64
NACA3624,3,6,24,12,500000,1.29226,0.08509,-0.00859,15.19
NACA3624,3,6,24,12,1000000,1.29226,0.08509,-0.00859,15.19
NACA3624,3,6,24,12,3000000,1.29226,0.08509,-0.00859,15.19
NACA3624,3,6,24,14,500000,1.51158,0.11388,-0.01033,13.27
NACA3624,3,6,24,14,1000000,1.51158,0.11388,-0.01033,13.27
NACA3624,3,6,24,14,3000000,1.51158,0.11388,-0.01033,13.27
NACA3624,3,6,24,16,500000,1.73091,0.14717,-0.01208,11.76
NACA3624,3,6,24,16,1000000,1.73091,0.14717,-0.01208,11.76
NACA3624,3,6,24,16,3000000,1.73091,0.14717,-0.01208,11.76
NACA3706,3,7,6,-6,500000,-0.70535,0.02877,0.00901,-24.52
NACA3706,3,7,6,-6,1000000,-0.70535,0.02877,0.00901,-24.52
NACA3706,3,7,6,-6,3000000,-0.70535,0.02877,0.00901,-24.52
NACA3706,3,7,6,-4,500000,-0.48602,0.01654,0.00726,-29.38
NACA3706,3,7,6,-4,1000000,-0.48602,0.01654,0.00726,-29.38
NACA3706,3,7,6,-4,3000000,-0.48602,0.01654,0.00726,-29.38
NACA3706,3,7,6,-2,500000,-0.2667,0.00881,0.00552,-30.27
NACA3706,3,7,6,-2,1000000,-0.2667,0.00881,0.00552,-30.27
NACA3706,3,7,6,-2,3000000,-0.2667,0.00881,0.00552,-30.27
NACA3706,3,7,6,0,500000,-0.04737,0.00559,0.00377,-8.47
NACA3706,3,7,6,0,1000000,-0.04737,0.00559,0.00377,-8.47
NACA3706,3,7,6,0,3000000,-0.04737,0.00559,0.00377,-8.47
NACA3706,3,7,6,2,500000,0.17195,0.00687,0.00202,25.03
NACA3706,3,7,6,2,1000000,0.17195,0.00687,0.00202,25.03
NACA3706,3,7,6,2,3000000,0.17195,0.00686,0.00202,25.07
NACA3706,3,7,6,4,500000,0.39127,0.01265,0.00028,30.93
NACA3706,3,7,6,4,1000000,0.39127,0.01265,0.00028,30.93
NACA3706,3,7,6,4,3000000,0.39127,0.01265,0.00028,30.93
NACA3706,3,7,6,6,500000,0.6106,0.02293,-0.00147,26.63
NACA3706,3,7,6,6,1000000,0.6106,0.02293,-0.00147,26.63
NACA3706,3,7,6,6,3000000,0.6106,0.02293,-0.00147,26.63
NACA3706,3,7,6,8,500000,0.82992,0.03772,-0.00321,22.0
NACA3706,3,7,6,8,1000000,0.82992,0.03772,-0.00321,22.0
NACA3706,3,7,6,8,3000000,0.82992,0.03772,-0.00321,22.0
NACA3706,3,7,6,10,500000,1.04925,0.05702,-0.00496,18.4
NACA3706,3,7,6,10,1000000,1.04925,0.05702,-0.00496,18.4
NACA3706,3,7,6,10,3000000,1.04925,0.05701,-0.00496,18.4
NACA3706,3,7,6,12,500000,1.26857,0.08081,-0.0067,15.7
NACA3706,3,7,6,12,1000000,1.26857,0.08081,-0.0067,15.7
NACA3706,3,7,6,12,3000000,1.26857,0.08081,-0.0067,15.7
NACA3706,3,7,6,14,500000,1.48784,0.10918,-0.00845,13.63
NACA3706,3,7,6,14,1000000,1.48784,0.10917,-0.00845,13.63
NACA3706,3,7,6,14,3000000,1.48784,0.10917,-0.00845,13.63
NACA3706,3,7,6,16,500000,1.69967,0.14148,-0.01019,12.01
NACA3706,3,7,6,16,1000000,1.69967,0.14148,-0.01019,12.01
NACA3706,3,7,6,16,3000000,1.69967,0.14148,-0.01019,12.01
NACA3708,3,7,8,-6,500000,-0.70535,0.02893,0.00901,-24.38
NACA3708,3,7,8,-6,1000000,-0.70535,0.02893,0.00901,-24.38
NACA3708,3,7,8,-6,3000000,-0.70535,0.02893,0.00901,-24.38
NACA3708,3,7,8,-4,500000,-0.48602,0.0167,0.00726,-29.1
NACA3708,3,7,8,-4,1000000,-0.48602,0.0167,0.00726,-29.1
NACA3708,3,7,8,-4,3000000,-0.48602,0.0167,0.00726,-29.1
NACA3708,3,7,8,-2,500000,-0.2667,0.00897,0.00552,-29.73
NACA3708,3,7,8,-2,1000000,-0.2667,0.00897,0.00552,-29.73
NACA3708,3,7,8,-2,3000000,-0.2667,0.00897,0.00552,-29.73
NACA3708,3,7,8,0,500000,-0.04737,0.00575,0.00377,-8.24
NACA3708,3,7,8,0,1000000,-0.04737,0.00575,0.00377,-8.24
NACA3708,3,7,8,0,3000000,-0.04737,0.00575,0.00377,-8.24
NACA3708,3,7,8,2,500000,0.17195,0.00703,0.00202,24.46
NACA3708,3,7,8,2,1000000,0.17195,0.00703,0.00202,24.46
NACA3708,3,7,8,2,3000000,0.17195,0.00702,0.00202,24.49
NACA3708,3,7,8,4,500000,0.39127,0.01281,0.00028,30.54
NACA3708,3,7,8,4,1000000,0.39127,0.01281,0.00028,30.54
NACA3708,3,7,8,4,3000000,0.39127,0.01281,0.00028,30.54
NACA3708,3,7,8,6,500000,0.6106,0.02309,-0.00147,26.44
NACA3708,3,7,8,6,1000000,0.6106,0.02309,-0.00147,26.44
NACA3708,3,7,8,6,3000000,0.6106,0.02309,-0.00147,26.44
NACA3708,3,7,8,8,500000,0.82992,0.03788,-0.00321,21.91
NACA3708,3,7,8,8,1000000,0.82992,0.03788,-0.00321,21.91
NACA3708,3,7,8,8,3000000,0.82992,0.03788,-0.00321,21.91
NACA3708,3,7,8,10,500000,1.04925,0.05718,-0.00496,18.35
NACA3708,3,7,8,10,1000000,1.04925,0.05718,-0.00496,18.35
NACA3708,3,7,8,10,3000000,1.04925,0.05717,-0.00496,18.35
NACA3708,3,7,8,12,500000,1.26857,0.08097,-0.0067,15.67
NACA3708,3,7,8,12,1000000,1.26857,0.08097,-0.0067,15.67
NACA3708,3,7,8,12,3000000,1.26857,0.08097,-0.0067,15.67
NACA3708,3,7,8,14,500000,1.4879,0.10927,-0.00845,13.62
NACA3708,3,7,8,14,1000000,1.4879,0.10927,-0.00845,13.62
NACA3708,3,7,8,14,3000000,1.4879,0.10927,-0.00845,13.62
NACA3708,3,7,8,16,500000,1.70323,0.142,-0.01019,11.99
NACA3708,3,7,8,16,1000000,1.70323,0.142,-0.01019,11.99
NACA3708,3,7,8,16,3000000,1.70323,0.14199,-0.01019,12.0
NACA3710,3,7,10,-6,500000,-0.70535,0.02909,0.00901,-24.25
NACA3710,3,7,10,-6,1000000,-0.70535,0.02909,0.00901,-24.25
NACA3710,3,7,10,-6,3000000,-0.70535,0.02909,0.00901,-24.25
NACA3710,3,7,10,-4,500000,-0.48602,0.01686,0.00726,-28.83
NACA3710,3,7,10,-4,1000000,-0.48602,0.01686,0.00726,-28.83
NACA3710,3,7,10,-4,3000000,-0.48602,0.01686,0.00726,-28.83
NACA3710,3,7,10,-2,500000,-0.2667,0.00913,0.00552,-29.21
NACA3710,3,7,10,-2,1000000,-0.2667,0.00913,0.00552,-29.21
NACA3710,3,7,10,-2,3000000,-0.2667,0.00913,0.00552,-29.21
NACA3710,3,7,10,0,500000,-0.04737,0.00591,0.00377,-8.02
NACA3710,3,7,10,0,1000000,-0.04737,0.00591,0.00377,-8.02
NACA3710,3,7,10,0,3000000,-0.04737,0.00591,0.00377,-8.02
NACA3710,3,7,10,2,500000,0.17195,0.00719,0.00202,23.92
NACA3710,3,7,10,2,1000000,0.17195,0.00719,0.00202,23.92
NACA3710,3,7,10,2,3000000,0.17195,0.00718,0.00202,23.95
NACA3710,3,7,10,4,500000,0.39127,0.01297,0.00028,30.17
NACA3710,3,7,10,4,1000000,0.39127,0.01297,0.00028,30.17
NACA3710,3,7,10,4,3000000,0.39127,0.01297,0.00028,30.17
NACA3710,3,7,10,6,500000,0.6106,0.02325,-0.00147,26.26
NACA3710,3,7,10,6,1000000,0.6106,0.02325,-0.00147,26.26
NACA3710,3,7,10,6,3000000,0.6106,0.02325,-0.00147,26.26
NACA3710,3,7,10,8,500000,0.82992,0.03804,-0.00321,21.82
NACA3710,3,7,10,8,1000000,0.82992,0.03804,-0.00321,21.82
NACA3710,3,7,10,8,3000000,0.82992,0.03804,-0.00321,21.82
NACA3710,3,7,10,10,500000,1.04925,0.05734,-0.00496,18.3
NACA3710,3,7,10,10,1000000,1.04925,0.05734,-0.00496,18.3
NACA3710,3,7,10,10,3000000,1.04925,0.05733,-0.00496,18.3
NACA3710,3,7,10,12,500000,1.26857,0.08113,-0.0067,15.64
NACA3710,3,7,10,12,1000000,1.26857,0.08113,-0.0067,15.64
NACA3710,3,7,10,12,3000000,1.26857,0.08113,-0.0067,15.64
NACA3710,3,7,10,14,500000,1.4879,0.10943,-0.00845,13.6
NACA3710,3,7,10,14,1000000,1.4879,0.10943,-0.00845,13.6
NACA3710,3,7,10,14,3000000,1.4879,0.10943,-0.00845,13.6
NACA3710,3,7,10,16,500000,1.70566,0.14234,-0.01019,11.98
NACA3710,3,7,10,16,1000000,1.70566,0.14233,-0.01019,11.98
NACA3710,3,7,10,16,3000000,1.70566,0.14233,-0.01019,11.98
NACA3712,3,7,12,-6,500000,-0.70535,0.02925,0.00901,-24.11
NACA3712,3,7,12,-6,1000000,-0.70535,0.02925,0.00901,-24.11
NACA3712,3,7,12,-6,3000000,-0.70535,0.02925,0.00901,-24.11
NACA3712,3,7,12,-4,500000,-0.48602,0.01702,0.00726,-28.56
NACA3712,3,7,12,-4,1000000,-0.48602,0.01702,0.00726,-28.56
NACA3712,3,7,12,-4,3000000,-0.48602,0.01702,0.00726,-28.56
NACA3712,3,7,12,-2,500000,-0.2667,0.00929,0.00552,-28.71
NACA3712,3,7,12,-2,1000000,-0.2667,0.00929,0.00552,-28.71
NACA3712,3,7,12,-2,3000000,-0.2667,0.00929,0.00552,-28.71
NACA3712,3,7,12,0,500000,-0.04737,0.00607,0.00377,-7.8
NACA3712,3,7,12,0,1000000,-0.04737,0.00607,0.00377,-7.8
NACA3712,3,7,12,0,3000000,-0.04737,0.00607,0.00377,-7.8
NACA3712,3,7,12,2,500000,0.17195,0.00735,0.00202,23.39
NACA3712,3,7,12,2,1000000,0.17195,0.00735,0.00202,23.39
NACA3712,3,7,12,2,3000000,0.17195,0.00734,0.00202,23.43
NACA3712,3,7,12,4,500000,0.39127,0.01313,0.00028,29.8
NACA3712,3,7,12,4,1000000,0.39127,0.01313,0.00028,29.8
NACA3712,3,7,12,4,3000000,0.39127,0.01313,0.00028,29.8
NACA3712,3,7,12,6,500000,0.6106,0.02341,-0.00147,26.08
NACA3712,3,7,12,6,1000000,0.6106,0.02341,-0.00147,26.08
NACA3712,3,7,12,6,3000000,0.6106,0.02341,-0.00147,26.08
NACA3712,3,7,12,8,500000,0.82992,0.0382,-0.00321,21.73
NACA3712,3,7,12,8,1000000,0.82992,0.0382,-0.00321,21.73
NACA3712,3,7,12,8,3000000,0.82992,0.0382,-0.00321,21.73
NACA3712,3,7,12,10,500000,1.04925,0.0575,-0.00496,18.25
NACA3712,3,7,12,10,1000000,1.04925,0.0575,-0.00496,18.25
NACA3712,3,7,12,10,3000000,1.04925,0.05749,-0.00496,18.25
NACA3712,3,7,12,12,500000,1.26857,0.08129,-0.0067,15.61
NACA3712,3,7,12,12,1000000,1.26857,0.08129,-0.0067,15.61
NACA3712,3,7,12,12,3000000,1.26857,0.08129,-0.0067,15.61
NACA3712,3,7,12,14,500000,1.4879,0.10959,-0.00845,13.58
NACA3712,3,7,12,14,1000000,1.4879,0.10959,-0.00845,13.58
NACA3712,3,7,12,14,3000000,1.4879,0.10959,-0.00845,13.58
NACA3712,3,7,12,16,500000,1.70697,0.1425,-0.01019,11.98
NACA3712,3,7,12,16,1000000,1.70697,0.14249,-0.01019,11.98
NACA3712,3,7,12,16,3000000,1.70697,0.14249,-0.01019,11.98
NACA3715,3,7,15,-6,500000,-0.70535,0.02949,0.00901,-23.92
NACA3715,3,7,15,-6,1000000,-0.70535,0.02949,0.00901,-23.92
NACA3715,3,7,15,-6,3000000,-0.70535,0.02949,0.00901,-23.92
NACA3715,3,7,15,-4,500000,-0.48602,0.01726,0.00726,-28.16
NACA3715,3,7,15,-4,1000000,-0.48602,0.01726,0.00726,-28.16
NACA3715,3,7,15,-4,3000000,-0.48602,0.01726,0.00726,-28.16
NACA3715,3,7,15,-2,500000,-0.2667,0.00953,0.00552,-27.99
NACA3715,3,7,15,-2,1000000,-0.2667,0.00953,0.00552,-27.99
NACA3715,3,7,15,-2,3000000,-0.2667,0.00953,0.00552,-27.99
NACA3715,3,7,15,0,500000,-0.04737,0.00631,0.00377,-7.51
NACA3715,3,7,15,0,1000000,-0.04737,0.00631,0.00377,-7.51
NACA3715,3,7,15,0,3000000,-0.04737,0.00631,0.00377,-7.51
NACA3715,3,7,15,2,500000,0.17195,0.00759,0.00202,22.65
NACA3715,3,7,15,2,1000000,0.17195,0.00759,0.00202,22.65
NACA3715,3,7,15,2,3000000,0.17195,0.00758,0.00202,22.68
NACA3715,3,7,15,4,500000,0.39127,0.01337,0.00028,29.26
NACA3715,3,7,15,4,1000000,0.39127,0.01337,0.00028,29.26
NACA3715,3,7,15,4,3000000,0.39127,0.01337,0.00028,29.26
NACA3715,3,7,15,6,500000,0.6106,0.02365,-0.00147,25.82
NACA3715,3,7,15,6,1000000,0.6106,0.02365,-0.00147,25.82
NACA3715,3,7,15,6,3000000,0.6106,0.02365,-0.00147,25.82
NACA3715,3,7,15,8,500000,0.82992,0.03844,-0.00321,21.59
NACA3715,3,7,15,8,1000000,0.82992,0.03844,-0.00321,21.59
NACA3715,3,7,15,8,3000000,0.82992,0.03844,-0.00321,21.59
NACA3715,3,7,15,10,500000,1.04925,0.05774,-0.00496,18.17
NACA3715,3,7,15,10,1000000,1.04925,0.05774,-0.00496,18.17
NACA3715,3,7,15,10,3000000,1.04925,0.05773,-0.00496,18.18
NACA3715,3,7,15,12,500000,1.26857,0.08153,-0.0067,15.56
NACA3715,3,7,15,12,1000000,1.26857,0.08153,-0.0067,15.56
NACA3715,3,7,15,12,3000000,1.26857,0.08153,-0.0067,15.56
NACA3715,3,7,15,14,500000,1.4879,0.10983,-0.00845,13.55
NACA3715,3,7,15,14,1000000,1.4879,0.10983,-0.00845,13.55
NACA3715,3,7,15,14,3000000,1.4879,0.10983,-0.00845,13.55
NACA3715,3,7,15,16,500000,1.70722,0.14264,-0.01019,11.97
NACA3715,3,7,15,16,1000000,1.70722,0.14263,-0.01019,11.97
NACA3715,3,7,15,16,3000000,1.70722,0.14263,-0.01019,11.97
NACA3718,3,7,18,-6,500000,-0.70535,0.02973,0.00901,-23.73
NACA3718,3,7,18,-6,1000000,-0.70535,0.02973,0.00901,-23.73
NACA3718,3,7,18,-6,3000000,-0.70535,0.02973,0.00901,-23.73
NACA3718,3,7,18,-4,500000,-0.48602,0.0175,0.00726,-27.77
NACA3718,3,7,18,-4,1000000,-0.48602,0.0175,0.00726,-27.77
NACA3718,3,7,18,-4,3000000,-0.48602,0.0175,0.00726,-27.77
NACA3718,3,7,18,-2,500000,-0.2667,0.00977,0.00552,-27.3
NACA3718,3,7,18,-2,1000000,-0.2667,0.00977,0.00552,-27.3
NACA3718,3,7,18,-2,3000000,-0.2667,0.00977,0.00552,-27.3
NACA3718,3,7,18,0,500000,-0.04737,0.00655,0.00377,-7.23
NACA3718,3,7,18,0,1000000,-0.04737,0.00655,0.00377,-7.23
NACA3718,3,7,18,0,3000000,-0.04737,0.00655,0.00377,-7.23
NACA3718,3,7,18,2,500000,0.17195,0.00783,0.00202,21.96
NACA3718,3,7,18,2,1000000,0.17195,0.00783,0.00202,21.96
NACA3718,3,7,18,2,3000000,0.17195,0.00782,0.00202,21.99
NACA3718,3,7,18,4,500000,0.39127,0.01361,0.00028,28.75
NACA3718,3,7,18,4,1000000,0.39127,0.01361,0.00028,28.75
NACA3718,3,7,18,4,3000000,0.39127,0.01361,0.00028,28.75
NACA3718,3,7,18,6,500000,0.6106,0.02389,-0.00147,25.56
NACA3718,3,7,18,6,1000000,0.6106,0.02389,-0.00147,25.56
NACA3718,3,7,18,6,3000000,0.6106,0.02389,-0.00147,25.56
NACA3718,3,7,18,8,500000,0.82992,0.03868,-0.00321,21.46
NACA3718,3,7,18,8,1000000,0.82992,0.03868,-0.00321,21.46
NACA3718,3,7,18,8,3000000,0.82992,0.03868,-0.00321,21.46
NACA3718,3,7,18,10,500000,1.04925,0.05798,-0.00496,18.1
NACA3718,3,7,18,10,1000000,1.04925,0.05798,-0.00496,18.1
NACA3718,3,7,18,10,3000000,1.04925,0.05797,-0.00496,18.1
NACA3718,3,7,18,12,500000,1.26857,0.08177,-0.0067,15.51
NACA3718,3,7,18,12,1000000,1.26857,0.08177,-0.0067,15.51
NACA3718,3,7,18,12,3000000,1.26857,0.08177,-0.0067,15.51
NACA3718,3,7,18,14,500000,1.4879,0.11007,-0.00845,13.52
NACA3718,3,7,18,14,1000000,1.4879,0.11007,-0.00845,13.52
NACA3718,3,7,18,14,3000000,1.4879,0.11007,-0.00845,13.52
NACA3718,3,7,18,16,500000,1.70722,0.14288,-0.01019,11.95
NACA3718,3,7,18,16,1000000,1.70722,0.14287,-0.01019,11.95
NACA3718,3,7,18,16,3000000,1.70722,0.14287,-0.01019,11.95
NACA3721,3,7,21,-6,500000,-0.70535,0.02997,0.00901,-23.54
NACA3721,3,7,21,-6,1000000,-0.70535,0.02997,0.00901,-23.54
NACA3721,3,7,21,-6,3000000,-0.70535,0.02997,0.00901,-23.54
NACA3721,3,7,21,-4,500000,-0.48602,0.01774,0.00726,-27.4
NACA3721,3,7,21,-4,1000000,-0.48602,0.01774,0.00726,-27.4
NACA3721,3,7,21,-4,3000000,-0.48602,0.01774,0.00726,-27.4
NACA3721,3,7,21,-2,500000,-0.2667,0.01001,0.00552,-26.64
NACA3721,3,7,21,-2,1000000,-0.2667,0.01001,0.00552,-26.64
NACA3721,3,7,21,-2,3000000,-0.2667,0.01001,0.00552,-26.64
NACA3721,3,7,21,0,500000,-0.04737,0.00679,0.00377,-6.98
NACA3721,3,7,21,0,1000000,-0.04737,0.00679,0.00377,-6.98
NACA3721,3,7,21,0,3000000,-0.04737,0.00679,0.00377,-6.98
NACA3721,3,7,21,2,500000,0.17195,0.00807,0.00202,21.31
NACA3721,3,7,21,2,1000000,0.17195,0.00807,0.00202,21.31
NACA3721,3,7,21,2,3000000,0.17195,0.00806,0.00202,21.33
NACA3721,3,7,21,4,500000,0.39127,0.01385,0.00028,28.25
NACA3721,3,7,21,4,1000000,0.39127,0.01385,0.00028,28.25
NACA3721,3,7,21,4,3000000,0.39127,0.01385,0.00028,28.25
NACA3721,3,7,21,6,500000,0.6106,0.02413,-0.00147,25.3
NACA3721,3,7,21,6,1000000,0.6106,0.02413,-0.00147,25.3
NACA3721,3,7,21,6,3000000,0.6106,0.02413,-0.00147,25.3
NACA3721,3,7,21,8,500000,0.82992,0.03892,-0.00321,21.32
NACA3721,3,7,21,8,1000000,0.82992,0.03892,-0.00321,21.32
NACA3721,3,7,21,8,3000000,0.82992,0.03892,-0.00321,21.32
NACA3721,3,7,21,10,500000,1.04925,0.05822,-0.00496,18.02
NACA3721,3,7,21,10,1000000,1.04925,0.05822,-0.00496,18.02
NACA3721,3,7,21,10,3000000,1.04925,0.05821,-0.00496,18.03
NACA3721,3,7,21,12,500000,1.26857,0.08201,-0.0067,15.47
NACA3721,3,7,21,12,1000000,1.26857,0.08201,-0.0067,15.47
NACA3721,3,7,21,12,3000000,1.26857,0.08201,-0.0067,15.47
NACA3721,3,7,21,14,500000,1.4879,0.11031,-0.00845,13.49
NACA3721,3,7,21,14,1000000,1.4879,0.11031,-0.00845,13.49
NACA3721,3,7,21,14,3000000,1.4879,0.11031,-0.00845,13.49
NACA3721,3,7,21,16,500000,1.70722,0.14312,-0.01019,11.93
NACA3721,3,7,21,16,1000000,1.70722,0.14311,-0.01019,11.93
NACA3721,3,7,21,16,3000000,1.70722,0.14311,-0.01019,11.93
NACA3724,3,7,24,-6,500000,-0.70535,0.03021,0.00901,-23.35
NACA3724,3,7,24,-6,1000000,-0.70535,0.03021,0.00901,-23.35
NACA3724,3,7,24,-6,3000000,-0.70535,0.03021,0.00901,-23.35
NACA3724,3,7,24,-4,500000,-0.48602,0.01798,0.00726,-27.03
NACA3724,3,7,24,-4,1000000,-0.48602,0.01798,0.00726,-27.03
NACA3724,3,7,24,-4,3000000,-0.48602,0.01798,0.00726,-27.03
NACA3724,3,7,24,-2,500000,-0.2667,0.01025,0.00552,-26.02
NACA3724,3,7,24,-2,1000000,-0.2667,0.01025,0.00552,-26.02
NACA3724,3,7,24,-2,3000000,-0.2667,0.01025,0.00552,-26.02
NACA3724,3,7,24,0,500000,-0.04737,0.00703,0.00377,-6.74
NACA3724,3,7,24,0,1000000,-0.04737,0.00703,0.00377,-6.74
NACA3724,3,7,24,0,3000000,-0.04737,0.00703,0.00377,-6.74
NACA3724,3,7,24,2,500000,0.17195,0.00831,0.00202,20.69
NACA3724,3,7,24,2,1000000,0.17195,0.00831,0.00202,20.69
NACA3724,3,7,24,2,3000000,0.17195,0.0083,0.00202,20.72
NACA3724,3,7,24,4,500000,0.39127,0.01409,0.00028,27.77
NACA3724,3,7,24,4,1000000,0.39127,0.01409,0.00028,27.77
NACA3724,3,7,24,4,3000000,0.39127,0.01409,0.00028,27.77
NACA3724,3,7,24,6,500000,0.6106,0.02437,-0.00147,25.06
NACA3724,3,7,24,6,1000000,0.6106,0.02437,-0.00147,25.06
NACA3724,3,7,24,6,3000000,0.6106,0.02437,-0.00147,25.06
NACA3724,3,7,24,8,500000,0.82992,0.03916,-0.00321,21.19
NACA3724,3,7,24,8,1000000,0.82992,0.03916,-0.00321,21.19
NACA3724,3,7,24,8,3000000,0.82992,0.03916,-0.00321,21.19
NACA3724,3,7,24,10,500000,1.04925,0.05846,-0.00496,17.95
NACA3724,3,7,24,10,1000000,1.04925,0.05846,-0.00496,17.95
NACA3724,3,7,24,10,3000000,1.04925,0.05845,-0.00496,17.95
NACA3724,3,7,24,12,500000,1.26857,0.08225,-0.0067,15.42
NACA3724,3,7,24,12,1000000,1.26857,0.08225,-0.0067,15.42
NACA3724,3,7,24,12,3000000,1.26857,0.08225,-0.0067,15.42
NACA3724,3,7,24,14,500000,1.4879,0.11055,-0.00845,13.46
NACA3724,3,7,24,14,1000000,1.4879,0.11055,-0.00845,13.46
NACA3724,3,7,24,14,3000000,1.4879,0.11055,-0.00845,13.46
NACA3724,3,7,24,16,500000,1.70722,0.14336,-0.01019,11.91
NACA3724,3,7,24,16,1000000,1.70722,0.14335,-0.01019,11.91
NACA3724,3,7,24,16,3000000,1.70722,0.14335,-0.01019,11.91
NACA3806,3,8,6,-6,500000,-0.72903,0.03036,0.01089,-24.01
NACA3806,3,8,6,-6,1000000,-0.72903,0.03036,0.01089,-24.01
NACA3806,3,8,6,-6,3000000,-0.72903,0.03036,0.01089,-24.01
NACA3806,3,8,6,-4,500000,-0.50971,0.01764,0.00915,-28.9
NACA3806,3,8,6,-4,1000000,-0.50971,0.01764,0.00915,-28.9
NACA3806,3,8,6,-4,3000000,-0.50971,0.01764,0.00915,-28.9
NACA3806,3,8,6,-2,500000,-0.29039,0.00943,0.0074,-30.79
NACA3806,3,8,6,-2,1000000,-0.29039,0.00943,0.0074,-30.79
NACA3806,3,8,6,-2,3000000,-0.29039,0.00943,0.0074,-30.79
NACA3806,3,8,6,0,500000,-0.07106,0.00572,0.00565,-12.42
NACA3806,3,8,6,0,1000000,-0.07106,0.00572,0.00565,-12.42
NACA3806,3,8,6,0,3000000,-0.07106,0.00572,0.00565,-12.42
NACA3806,3,8,6,2,500000,0.14826,0.00651,0.00391,22.77
NACA3806,3,8,6,2,1000000,0.14826,0.00651,0.00391,22.77
NACA3806,3,8,6,2,3000000,0.14826,0.00651,0.00391,22.77
NACA3806,3,8,6,4,500000,0.36759,0.01181,0.00216,31.13
NACA3806,3,8,6,4,1000000,0.36759,0.01181,0.00216,31.13
NACA3806,3,8,6,4,3000000,0.36759,0.01181,0.00216,31.13
NACA3806,3,8,6,6,500000,0.58691,0.02161,0.00042,27.16
NACA3806,3,8,6,6,1000000,0.58691,0.02161,0.00042,27.16
NACA3806,3,8,6,6,3000000,0.58691,0.0216,0.00042,27.17
NACA3806,3,8,6,8,500000,0.80624,0.03591,-0.00133,22.45
NACA3806,3,8,6,8,1000000,0.80624,0.03591,-0.00133,22.45
NACA3806,3,8,6,8,3000000,0.80624,0.03591,-0.00133,22.45
NACA3806,3,8,6,10,500000,1.02556,0.05472,-0.00307,18.74
